Core metadata,,,,Additional metadata,,,,,,,Categorization,,,,,,,Applicability concerns,,,,,,,,,,,,Findings,,
Year,Authors,Title,bibtex,Abstract,Published in,Publisher,Source,DOI,Publication date,,Broad Categories,TCP,TCS,TSR,TSA,Context?,,Industry motivation?,Industry evaluation?,Experiment subjects,Programming language,Industry partner,Industrial author,Practitioners feedback,Available tool?,Put into practice?,Supplementary material,Included?,,Approach,Metrics,Open challenges
2020,"Pan, Chaoyue; Yang, Yang; Li, Zheng; Guo, Junxia",Dynamic Time Window based Reward for Reinforcement Learning in Continuous Integration Testing,pan_dynamic_2020,"Continuous Integration (CI) testing is an expensive, time-consuming, and resource-intensive process. Test case prioritization (TCP) can effectively reduce the workload of regression testing in the CI environment, where Reinforcement Learning (RL) is adopted to prioritize test cases, since the TCP in CI testing can be formulated as a sequential decision-making problem, which can be solved by RL effectively. A useful reward function is a crucial component in the construction of the CI system and a critical factor in determining RL’s learning performance in CI testing. This paper focused on the validity of the execution history information of the test cases on the TCP performance in the existing CI testing optimization methods based on RL, and a Dynamic Time Window based reward function are proposed by using partial information dynamically for fast feedback and cost reduction. Experimental studies are carried out on six industrial datasets. The experimental results showed that using dynamic time window based reward function can significantly improve the learning efficiency of RL and the fault detection ability when comparing with the reward function based on fixed time window.",Internetware'20: 12th Asia-Pacific Symposium on Internetware,ACM,forward refresh,10.1145/3457913.3457930,2021-07-21,,Technique analysis,X,,,,TCP in Continuous Integration,,TRUE,FALSE,"six industrial datasets (from 89 to 5,555 test cases)

Paint Control and IOF/ROL are from ABB Robotics Norway, 
Google Shared Dataset of Test Suite Results (GSDTSR),
Rails, Mybatis and Apache Drill are extracted from Travis Torrent.

Industrial open-source, large scale",Unclear,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,reward function based on dynamic time window," - NAPFD
 - Recall
 - Test To Failure (TTF)","(1) Combining test cases to execute other information features, optimize calculation methods for dynamic time windows, and improve performance on datasets; (2) Combining deep learning algorithms to optimize the agent algorithm of RL to improve the performance of RL in CI testing."
2021,"Mehta, Sonu; Farmahinifarahani, Farima; Bhagwan, Ranjita; Guptha, Suraj; Jafari, Sina; Kumar, Rahul; Saini, Vaibhav; Santhiar, Anirudh",Data-driven test selection at scale,mehta_data-driven_2021,"Large-scale services depend on Continuous Integration/Continuous Deployment (CI/CD) processes to maintain their agility and code-quality. Change-based testing plays an important role in finding bugs, but testing after every change is prohibitively expensive at a scale where thousands of changes are committed every hour. Test selection models deal with this issue by running a subset of tests for every change.

In this paper, we present a generic, language-agnostic and lightweight statistical model for test selection. Unlike existing techniques, the proposed model does not require complex feature extraction techniques. Consequently, it scales to hundreds of repositories of varying characteristics while capturing more than 99% of buggy pull requests. Additionally, to better evaluate test selection models, we propose application-specific metrics that capture both a reduction in resource cost and a reduction in pull-request turn-around time. By evaluating our model on 22 large repositories at Microsoft, we find that we can save 15%−30% of compute time while reporting back more than ≈99% of buggy pull requests.",ESEC/FSE 2021: Proceedings of the 29th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,ACM,forward refresh,10.1145/3468264.3473916,2021-08-18,,Statistical model for testing platform,,X,,,Extremely large-scale repositories,,TRUE,TRUE,"Industrial proprietary, very large scale

22 large scale repositories at Microsoft (up to 60 million test suites!?)",Language-agnostic,Microsoft (USA),TRUE,TRUE,FALSE,"TRUE (it's an improvement to an already-used test platform at Microsoft, so it is quite likely to be implemented)",,TRUE,,failure probability (history-based?),"COGS (cost of goods sold), turn-around time reduction, failure detection rate","Developer experience, complexity of code changes, weighted test selection"
2021,"Xu, Jincheng; Du, Qingfeng; Li, Xiaojun",A Requirement-based Regression Test Selection Technique in Behavior-Driven Development,xu_requirement-based_2021,"Regression testing is an essential software maintenance activity before the release of a new version implementing a bug fix or a new feature. A regression test selection (RTS) technique chooses a subset of existing test cases to ensure that the system will not be adversely affected by the latest modifications. With the rise of DevOps, behavior-driven development (BDD) is growing in popularity as it is in close alignment with agile practices, for example, continuous integration. Hence, it is necessary to propose a novel and effective RTS technique for BDD specifically to accelerate the development process while ensuring software quality. Since most existing techniques for RTS are code-based and thus subject to some limitations, we present a requirement-based technique which uses the requirements in BDD to select test cases in both high-level (acceptance testing) and low-level (unit testing). Our technique firstly illustrates the new requirement with a scenario, and subsequently computes the semantic similarity of the new scenario and all existing scenarios with the vector space model. According to the results, the modification-traversing regression test cases can be selected in a semi-automated way. We also conduct an experimental study to evaluate our technique in terms of inclusiveness, precision, efficiency and generality. The study shows that our technique is applicable for BDD and effective in practice.","2021 IEEE 45th Annual Computers, Software, and Applications Conference (COMPSAC)",IEEE,query refresh 2,10.1109/COMPSAC51774.2021.00182,2021-09-09,,Orchestration technique,,X,,,Behavior-Driven Development,,TRUE,TRUE,"Industrial proprietary, small scale

Confidential subsystem ""X-crawler"" (233 TCs ""executable specifications"")",Natural language,,FALSE,FALSE,FALSE,FALSE,,TRUE,,Requirement-based,"Inclusiveness, precision, efficiency and generality",Combine technique to traditional code-based approaches.
2021,"Zhou, Jianyi; Chen, Junjie; Hao, Dan",Parallel Test Prioritization,zhou_parallel_2022,"Although regression testing is important to guarantee the software quality in software evolution, it suffers from the widely known cost problem. To address this problem, existing researchers made dedicated efforts on test prioritization, which optimizes the execution order of tests to detect faults earlier; while practitioners in industry leveraged more computing resources to save the time cost of regression testing. By combining these two orthogonal solutions, in this article, we define the problem of parallel test prioritization, which is to conduct test prioritization in the scenario of parallel test execution to reduce the cost of regression testing.Different from traditional sequential test prioritization, parallel test prioritization aims at generating a set of test sequences, each of which is allocated in an individual computing resource and executed in parallel. In particular, we propose eight parallel test prioritization techniques by adapting the existing four sequential test prioritization techniques, by including and excluding testing time in prioritization.To investigate the performance of the eight parallel test prioritization techniques, we conducted an extensive study on 54 open-source projects and a case study on 16 commercial projects from Baidu, a famous search service provider with 600M monthly active users. According to the two studies, parallel test prioritization does improve the efficiency of regression testing, and cost-aware additional parallel test prioritization technique significantly outperforms the other techniques, indicating that this technique is a good choice for practical parallel testing. Besides, we also investigated the influence of two external factors, the number of computing resources and time allowed for parallel testing, and find that more computing resources indeed improve the performance of parallel test prioritization. In addition, we investigated the influence of two more factors, test granularity and coverage criterion, and find that parallel test prioritization can still accelerate regression testing in parallel scenario. Moreover, we investigated the benefit of parallel test prioritization on the regression testing process of continuous integration, considering both the cumulative acceleration performance and the overhead of prioritization techniques, and the results demonstrate the superiority of parallel test prioritization.",ACM Trans. Softw. Eng. Methodol.,Association for Computing Machinery,query refresh 2,10.1145/3471906,2021-09-28,,Orchestration technique,X,,,,Java programs,,TRUE,TRUE,"Industrial proprietary, large scale
Open-source, large scale

54 open-source Java projects (up to 120k LOC, 5623 TCs)

5 projects from Baidu (> 500k LOC, up to 4246 TCs)",Java,Baidu (China),FALSE,FALSE,"TRUE

Replication package, documented",FALSE,https://github.com/PTCP/PTCP,TRUE,,"cost-unaware: greedy, search-based, adaptive

cost-aware: greedy, search-based, adaptive","APFD, modified APFDc, FT (first fault), AT (all faults), overhead",adopt more efficient sequential TCP techniques in parallel scenario
2021,"Sharif, Aizaz; Marijan, Dusica; Liaaen, Marius",DeepOrder: Deep Learning for Test Case Prioritization in Continuous Integration Testing,sharif_deeporder_2021,"Continuous integration testing is an important step in the modern software engineering life cycle. Test prioritization is a method that can improve the efficiency of continuous integration testing by selecting test cases that can detect faults in the early stage of each cycle. As continuous integration testing produces voluminous test execution data, test history is a commonly used artifact in test prioritization. However, existing test prioritization techniques for continuous integration either cannot handle large test history or are optimized for using a limited number of historical test cycles. We show that such a limitation can decrease fault detection effectiveness of prioritized test suites. This work introduces DeepOrder, a deep learning-based model that works on the basis of regression machine learning. DeepOrder ranks test cases based on the historical record of test executions from any number of previous test cycles. DeepOrder learns failed test cases based on multiple factors including the duration and execution status of test cases. We experimentally show that deep neural networks, as a simple regression model, can be efficiently used for test case prioritization in continuous integration testing. DeepOrder is evaluated with respect to time-effectiveness and fault detection effectiveness in comparison with an industry practice and the state of the art approaches. The results show that DeepOrder outperforms the industry practice and state-of-the-art test prioritization approaches in terms of these two metrics.",2021 IEEE International Conference on Software Maintenance and Evolution (ICSME),IEEE,query refresh 2,10.1109/ICSME52107.2021.00053,2021-11-24,,Orchestration technique,X,,,,continuous integration,,TRUE,TRUE,"Industrial proprietary, small scale
Industrial open-source, small to large scale

Cisco dataset (320 TCs)

ABB Robotics dataset (1.4k TCs)

GSDTSR (Google) dataset (5.5k TCs)",Unclear,Cisco (Norway),TRUE,FALSE,"TRUE

Replication package, documented",FALSE,"https://github.com/AizazSharif/DeepOrder-ICSME21

https://github.com/T3AS/DeepOrder-ICSME21",TRUE,,Machine learning based,"APFD, NAPFD, MSE (mean squared error), FT (time to first fault), LT (time to last fault), AT (avg. time to all faults), PT (time to process data, train, validate), RT (time to prioritize), TT (total algorithm time)",Accounting for changes in test code; flaky tests; consider non-executed tests; evaluate on more datasets; deploy on real CI environment.
2021,"Li, Feng; Zhou, Jianyi; Li, Yinzhu; Hao, Dan; Zhang, Lu",AGA: An Accelerated Greedy Additional Algorithm for Test Case Prioritization,li_aga_2021,"In recent years, many test case prioritization (TCP) techniques have been proposed to speed up the process of fault detection. However, little work has taken the efficiency problem of these techniques into account. In this paper, we target the Greedy Additional (GA) algorithm, which has been widely recognized to be effective but less efficient, and try to improve its efficiency while preserving effectiveness. In our Accelerated GA (AGA) algorithm, we use some extra data structures to reduce redundant data accesses in the GA algorithm and thus the time complexity is reduced from O(m2n) to O(kmn) when n > m, where m is the number of test cases, n is the number of program elements, and k is the iteration number. Moreover, we observe the impact of iteration numbers on prioritization efficiency on our dataset and propose to use a specific iteration number in the AGA algorithm to further improve the efficiency. We conducted experiments on 55 open-source subjects. In particular, we implemented each TCP algorithm with two kinds of widely-used input formats, adjacency matrix and adjacency list. Since a TCP algorithm with adjacency matrix is less efficient than the algorithm with adjacency list, the result analysis is mainly conducted based on TCP algorithms with adjacency list. The results show that AGA achieves 5.95X speedup ratio over GA on average, while it achieves the same average effectiveness as GA in terms of Average Percentage of Fault Detected (APFD). Moreover, we conducted an industrial case study on 22 subjects, collected from Baidu, and find that the average speedup ratio of AGA over GA is 44.27X, which indicates the practical usage of AGA in real-world scenarios.",IEEE Transactions on Software Engineering,IEEE,forward,10.1109/TSE.2021.3137929,2021-12-23,,Proposed Algorithm/Case study,X,,,,Accelerated Greedy Additional for TCP,,TRUE,"TRUE 
(Baidu)","55 open-source subjects (from 1,621 to 177,546 lines of code)
+
industrial case study on 22 subjects (Baidu)",Java,"TRUE 
(Baidu)","TRUE 
(Baidu)","TRUE
(""we receive positive feedback from Baidu"")","TRUE

Replication package, documented","MAYBE
(at least for conducting the industrial case study: ""we receive positive feedback from Baidu"")","data, analysis scripts, and data tables

website: https://github.com/Spiridempt/AGA

figshare: https://figshare.com/s/cf8cc6ba9259c0e0754d.",TRUE,,"An improved version of the traditianl GA algortihm called ""Accelerated Greedy Additional"""," - APFD
 - Speedup ratio
 - Analysis of Covariance (ANCOVA)",Not discussed
2021,"Chen, Yizhen; Chaudhari, Ninad; Chen, Mei-Hwa",Context-Aware Regression Test Selection,chen_context-aware_2021,"Most modern software systems are continuously evolving, with changes frequently taking place in the core components or the execution context. These changes can adversely introduce regression faults, causing previously working functions to fail. Regression testing is essential for maintaining the quality of evolving complex software, but it can be overly time-consuming when the size of the test suite is large, or the execution of the test cases takes a long time. There are extensive research studies on selective regression testing aiming at minimizing the size of the regression test suite while maximizing the detection of the regression faults. However, most of the existing techniques focus on the regression faults caused by the code changes, the impact of the context changes on the non-modified software has barely been explored. This paper presents a context-aware regression test selection (CARTS) approach that not only accounts for the modification of code but also changes in the execution context, including libraries, external APIs, and databases. After a change, CARTS uses the program invariants denoted in the pre- and postconditions of a function to determine if the function is affected by the change and selects all the test cases that executed the modified code as well as the non-modified functions whose preconditions are affected by the change. To evaluate the effectiveness of our approach, we conducted empirical studies on multi-release open-source software and case studies on real-world systems that have ongoing changes in code as well as in the execution context. The results of our controlled experiments show that with an average of 32.5% of the regression test cases, CARTS selected all the fault-revealing test cases. In the case studies, all the fault-revealing test cases were selected by using an average of 25.3% of the regression test suite. These results suggest that CARTS can be effective for selecting fault-revealing test cases for both code and execution context changes.",2021 28th Asia-Pacific Software Engineering Conference (APSEC),IEEE,forward,10.1109/APSEC53868.2021.00050,2022-02-17,,Technique analysis,,X,,,,,"TRUE
(""...The results
of these studies demonstrate the feasibility of applying the
proposed approach to real-life industrial systems..."")","TRUE
(""...the subject programs and the regression faults used
in the studies are actual industrial programs..."")","five open-source subjects (mostly Apache, up to 2505 TCs)
+
three case studies on industrial systems (LoC varies from 21,409 to 142,908, up to 412 TCs)

Open-source, large scale
Industrial proprietary, small scale","Java, JavaScript",,FALSE,FALSE,"FALSE
(authors mention they developed a prototype, but apparently it was not made available)",FALSE,FALSE,TRUE,,"A context-aware regression TCS (CARTS) approach that accounts for the modification of code and changes in the execution context, including libraries, external APIs, and databases."," - the number of the regression test cases selected (test suite size)
 - the number of the regression faults detected by each technique (fault detection ability)", - inferring invariants for other languages that are not currently supported
2022,"Zhang, Jiyang; Liu, Yu; Gligoric, Milos; Legunsen, Owolabi; Shi, August",Comparing and Combining Analysis-Based and Learning-Based Regression Test Selection,zhang_comparing_2022,"Regression testing--rerunning tests on each code version to detect newly--broken functionality-is important and widely practiced. But, regression testing is costly due to the large number of tests and the high frequency of code changes. Regression test selection (RTS) optimizes regression testing by only rerunning a subset of tests that can be affected by changes. Researchers showed that RTS based on program analysis can save substantial testing time for (medium-sized) open-source projects. Practitioners also showed that RTS based on machine learning (ML) works well on very large code repositories, e.g., in Facebook's monorepository. We combine analysis-based RTS and ML-based RTS by using the latter to choose a subset of tests selected by the former. We first train several novel ML models to learn the impact of code changes on test outcomes using a training dataset that we obtain via mutation analysis. Then, we evaluate the benefits of combining ML models with analysis-based RTS on 10 projects, compared with using each technique alone. Combining ML-based RTS with two analysis-based RTS techniques-Ekstazi and STARTS-selects 25.34% and 21.44% fewer tests, respectively. CCS CONCEPTS * Software and its engineering $\rightarrow$Software testing and debugging.",2022 IEEE/ACM International Conference on Automation of Software Test (AST),IEEE/ACM,query refresh 2,,2022-04-01,,Orchestration technique,,X,,,medium size sw (?),,TRUE,FALSE,"Open-source, unclear scale

10 open-source Java programs",Java,,FALSE,FALSE,"TRUE

Replication package, poorly documented",FALSE,https://github.com/EngineeringSoftware/predictiverts,TRUE,,hybrid selection approach that combines code analysis with ML,"- percentage of tests that is selected
'- time to select tests and time to run them","- difficulty in creating the training set (they use mutation)
'- combining other criteria for selection"
2022,"Abdelkarim, Mohamed; ElAdawi, Reem",TCP-Net: Test Case Prioritization using End-to-End Deep Neural Networks,abdelkarim_tcp-net_2022,"Regression testing is facing a bottleneck due to the growing number of test cases and the wide adoption of continuous integration (CI) in software projects, which increases the frequency of running software builds, making it challenging to run all the regression test cases. Machine learning (ML) techniques can be used to save time and hardware resources without compromising quality. In this work, we introduce a novel end-to-end, self-configurable, and incremental learning deep neural network (DNN) tool for test case prioritization (TCP-Net). TCP-Net is fed with source code-related features, test case metadata, test case coverage information, and test case failure history, to learn a high dimensional correlation between source files and test cases. We experimentally show that TCP-Net can be efficiently used for test case prioritization by evaluating it on three different real-life industrial software packages.","2022 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",IEEE,query refresh 2,10.1109/ICSTW55395.2022.00034,2022-06-08,,,X,,,,DNN for TCP,,TRUE,"TRUE
(""Experimentation with the TCP-Net on three industrial
datasets, showing the potential of our approach for integration
into CI regression testing in practical environments.)","Industrial proprietary, large to very large scale

 - Calibre Auto-Waivers (2k TCs)
 - Calibre PERC (11k TCs)
 - Calibre nmDRC (3k TCs)",Unclear,Siemens EDA (Egypt),"TRUE
(the two authors are from Siemens EDA)",FALSE,FALSE,FALSE,,TRUE,,Deep Neural Networks for TCP," - APFD
 - Accuracy, precision, recall, and F1-score","""For future work, more incremental learning
approaches will be explored and tested."""
2022,"Çıngıl, Tutku; Sözer, Hasan",Black-box Test Case Selection by Relating Code Changes with Previously Fixed Defects,cingil_black-box_2022,"Software continuously changes to address new requirements and to fix defects. Regression testing is performed to ensure that the applied changes do not adversely affect existing functionality. The increasing number of test cases makes it infeasible to execute the whole regression test suite. Test case selection is adopted to select a subset of the test suite, which is associated with the changed parts of the software. These parts are assumed to be error-prone. We present and evaluate a test case selection approach in the context of black-box regression testing of embedded systems. In this context, it is challenging to relate test cases with a set of distinct source code elements to be able to select those test cases associated with the modified parts of the source code. We analyze previously fixed defects for this purpose. We relate test cases that detect these defects with the source files that are previously modified for fixing them. Then, we select test cases related with source code files that are modified in the subsequent revision. The strength of this relation is determined as the number of changes associated with fixed defects previously detected by the same test cases. We conduct a case study on 3 real projects from the consumer electronics domain. Results show that it is possible to detect from 65% up to 85% of the defects detected by the whole test suite by selecting from 30% up to 70% of the test cases.",EASE '22: Proceedings of the International Conference on Evaluation and Assessment in Software Engineering 2022,ACM,forward refresh,10.1145/3530019.3530023,2022-06-13,,,,X,,,,,TRUE,TRUE,Industrial proprietary: small number of tests (38) but long duration (7+ hours),Unclear,Vestel (Turkey),TRUE,FALSE,FALSE,FALSE,,TRUE,,change-based and fault-based; relating new code changes to previously fixed defects.,"""percentage of bugs detected"", a sort of fault detection capability; selection percentage, ratio of field errors, selected test case duration",
2022,"Yaraghi, Ahmadreza Saboor; Bagherzadeh, Mojtaba; Kahani, Nafiseh; Briand, Lionel",Scalable and Accurate Test Case Prioritization in Continuous Integration Contexts,yaraghi_scalable_2022,"Continuous Integration (CI) requires efficient regression testing to ensure software quality without significantly delaying its CI builds. This warrants the need for techniques to reduce regression testing time, such as Test Case Prioritization (TCP) techniques that prioritize the execution of test cases to detect faults as early as possible. Many recent TCP studies employ various Machine Learning (ML) techniques to deal with the dynamic and complex nature of CI. However, most of them use a limited number of features for training ML models and evaluate the models on subjects for which the application of TCP makes little practical sense, due to their small regression testing time and low number of failed builds. In this work, we first define, at a conceptual level, a data model that captures data sources and their relations in a typical CI environment. Second, based on this data model, we define a comprehensive set of features that covers all features previously used by related studies. Third, we develop methods and tools to collect the defined features for 25 open-source software systems with enough failed builds and whose regression testing takes at least five minutes. Fourth, relying on the collected dataset containing a comprehensive feature set, we answer four research questions concerning data collection time, the effectiveness of ML-based TCP, the impact of the features on effectiveness, the decay of ML-based TCP models over time, and the trade-off between data collection time and the effectiveness of ML-based TCP techniques. IEEE",IEEE Transactions on Software Engineering,IEEE,query refresh 2,10.1109/TSE.2022.3184842,2022-06-20,,,X,,,,continuous integration,,TRUE,FALSE,"Open-source, small to large scale

25 open-source Java projects (up to 1M LOC, 4364 TCs)",Java,,FALSE,FALSE,"TRUE

Replication package, well-documented",FALSE,https://github.com/Ahmadreza-SY/TCP-CI,TRUE,,machine learning based,"APFDc, scalability",Potential correlation between APFDc and subject characteristics; trade-offs between granularity of coverage; scalability; TCP effectiveness
2022,"Omri, Safa; Sinz, Carsten",Learning to Rank for Test Case Prioritization,omri_learning_2022,"In Continuous Integration (CI) environments, the productivity of software engineers depends strongly on the ability to reduce the round-trip time between code commits and feedback on failed test cases. Test case prioritization is popularly used as an optimization mechanism for ranking tests by their likelihood in revealing failures. However, existing techniques are usually time and resource intensive making them not suitable to be applied within CI cycles. This paper formulates the test case prioritization problem as an online learn-to-rank model using reinforcement learning techniques. Our approach minimizes the testing overhead and continuously adapts to the changing environment as new code and new test cases are added in each CI cycle. We validated our approach on an industrial case study showing that over 95% of the test failures are still reported back to the software engineers while only 40% of the total available test cases are being executed.",2022 IEEE/ACM 15th International Workshop on Search-Based Software Testing (SBST),IEEE/ACM,forward,10.1145/3526072.3527525,2022-07-04,,,X,,,,,,TRUE,TRUE,"Academic dataset, small to very large scale
Industrial open-source, medium to large scale

ABB Paint Control
ABB IOF/ROL
Google GSDTSR",Language-agnostic,,FALSE,FALSE,"MAYBE

Supposedly yes, apparently unavailable",FALSE,"https://github.com/so1188/learntec (private)

https://github.com/so1188/data",TRUE,,reinforcement learning,"recall, APFD",
2022,"Greca, Renan; Miranda, Breno; Gligoric, Milos; Bertolino, Antonia",Comparing and combining file-based selection and similarity-based prioritization towards regression test orchestration,greca_comparing_2022,"Test case selection (TCS) and test case prioritization (TCP) techniques can reduce time to detect the first test failure. Although these techniques have been extensively studied in combination and isolation, they have not been compared one against the other. In this paper, we perform an empirical study directly comparing TCS and TCP approaches, represented by the tools Ekstazi and FAST, respectively. Furthermore, we develop the first combination, named Fastazi, of file-based TCS and similarity-based TCP and evaluate its benefit and cost against each individual technique. We performed our experiments using 12 Java-based open-source projects. Our results show that, in the median case, the combined approach detects the first failure nearly two times faster than either Ekstazi alone (with random test ordering) or FAST alone (without TCS). Statistical analysis shows that the effectiveness of Fastazi is higher than that of Ekstazi, which in turn is higher than that of FAST. On the other hand, FAST adds the least overhead to testing time, while the difference between the additional time needed by Ekstazi and Fastazi is negligible. Fastazi can also improve failure detection in scenarios where the time available for testing is restricted.",AST '22: Proceedings of the 3rd ACM/IEEE International Conference on Automation of Software Test,ACM/IEEE,forward refresh,10.1145/3524481.3527223,2022-07-19,,,X,X,,,,,TRUE,FALSE,"Academic dataset, small to medium scale

Defects4J",Java,,FALSE,FALSE,"TRUE

Replication package, well-documented",FALSE,"https://zenodo.org/record/5851288#.Yw3LmS8RqLc

https://github.com/Fastazi/Fastazi/tree/1.1",TRUE,,"change-based selection +
similarity-based prioritization","APFD, TTFF, fault detection per budget, selection + prioritization time",Experiment with more realistic software/datasets; further combine techniques such as TSR/TSA for orchestration.
